Time,Air Temperature (full resolution)
1663359000000,8.4
1663359600000,8.17
1663360200000,7.957
1663360800000,8.13
1663361400000,8.42
1663362000000,8.4
1663362600000,8.33
1663363200000,8.51
1663363800000,9.04
1663364400000,9.21
1663365000000,8.73
1663365600000,8.75
1663366200000,8.98
1663366800000,9.19
1663367400000,9.03
1663368000000,8.82
1663368600000,8.94
1663369200000,8.87
1663369800000,8.62
1663370400000,8.3
1663371000000,8.19
1663371600000,8.57
1663372200000,8.43
1663372800000,8.44
1663373400000,8.33
1663374000000,8.16
1663374600000,7.986
1663375200000,7.783
1663375800000,7.555
1663376400000,7.556
1663377000000,7.926
1663377600000,7.869
1663378200000,7.822
1663378800000,7.736
1663379400000,7.598
1663380000000,7.466
1663380600000,7.485
1663381200000,7.323
1663381800000,6.985
1663382400000,6.316
1663383000000,5.756
1663383600000,5.697
1663384200000,5.6
1663384800000,5.299
1663385400000,5.097
1663386000000,5.472
1663386600000,5.742
1663387200000,5.648
1663387800000,5.853
1663388400000,5.995
1663389000000,5.263
1663389600000,5.407
1663390200000,5.545
1663390800000,6.077
1663391400000,6.208
1663392000000,6.798
1663392600000,7.12
1663393200000,7.181
1663393800000,7.181
1663394400000,7.006
1663395000000,6.943
1663395600000,6.934
1663396200000,7.137
1663396800000,7.446
1663397400000,8.04
1663398000000,8.4
1663398600000,8.9
1663399200000,9.39
1663399800000,9.48
1663400400000,9.52
1663401000000,9.53
1663401600000,9.49
1663402200000,9.32
1663402800000,9.42
1663403400000,9.55
1663404000000,9.99
1663404600000,10.3
1663405200000,10.61
1663405800000,11.01
1663406400000,11.34
1663407000000,11.53
1663407600000,11.69
1663408200000,12.17
1663408800000,12.45
1663409400000,12.62
1663410000000,12.54
1663410600000,12.76
1663411200000,12.86
1663411800000,13.1
1663412400000,13.14
1663413000000,13.29
1663413600000,13.43
1663414200000,13.58
1663414800000,13.71
1663415400000,14.07
1663416000000,13.95
1663416600000,14.04
1663417200000,13.93
1663417800000,13.5
1663418400000,13.93
1663419000000,14.13
1663419600000,14.02
1663420200000,14.1
1663420800000,14.14
1663421400000,14.12
1663422000000,13.97
1663422600000,13.8
1663423200000,13.81
1663423800000,13.52
1663424400000,13.69
1663425000000,13.99
1663425600000,13.95
1663426200000,14.14
1663426800000,14.12
1663427400000,14.11
1663428000000,14.18
1663428600000,14.42
1663429200000,14.52
1663429800000,14.13
1663430400000,14.03
1663431000000,14.02
1663431600000,14.33
1663432200000,14.25
1663432800000,13.58
1663433400000,13.6
1663434000000,13.31
1663434600000,13.12
1663435200000,12.86
1663435800000,12.69
1663436400000,12.83
1663437000000,12.78
1663437600000,12.77
1663438200000,12.75
1663438800000,12.63
1663439400000,12.46
1663440000000,12.24
1663440600000,12.14
1663441200000,12.1
1663441800000,11.99
1663442400000,12.14
1663443000000,12.25
1663443600000,12.19
1663444200000,12.09
1663444800000,11.96
1663445400000,11.88
1663446000000,11.85
1663446600000,11.96
1663447200000,11.91
1663447800000,11.87
1663448400000,11.79
1663449000000,11.72
1663449600000,11.53
1663450200000,11.38
1663450800000,11.11
1663451400000,11.08
1663452000000,10.98
1663452600000,10.91
1663453200000,10.67
1663453800000,10.52
1663454400000,10.42
1663455000000,10.28
1663455600000,9.9
1663456200000,9.71
1663456800000,9.61
1663457400000,9.44
1663458000000,9.38
1663458600000,9.25
1663459200000,8.95
1663459800000,9.01
1663460400000,9.4
1663461000000,9.61
1663461600000,9.44
1663462200000,9.4
1663462800000,9.23
1663463400000,9.32
1663464000000,9.57
1663464600000,9.53
1663465200000,9.54
1663465800000,9.65
1663466400000,9.78
1663467000000,9.75
1663467600000,9.92
1663468200000,10.07
1663468800000,10.07
1663469400000,10.15
1663470000000,10.27
1663470600000,10.31
1663471200000,10.33
1663471800000,10.25
1663472400000,10.34
1663473000000,10.46
1663473600000,10.58
1663474200000,10.76
1663474800000,10.81
1663475400000,10.94
1663476000000,11.03
1663476600000,11.17
1663477200000,11.29
1663477800000,11.41
1663478400000,11.51
1663479000000,11.56
1663479600000,11.62
1663480200000,11.59
1663480800000,11.54
1663481400000,11.5
1663482000000,11.56
1663482600000,11.78
1663483200000,11.9
1663483800000,11.97
1663484400000,12.01
1663485000000,12.14
1663485600000,12.21
1663486200000,12.3
1663486800000,12.46
1663487400000,12.62
1663488000000,12.67
1663488600000,12.8
1663489200000,12.89
1663489800000,13.05
1663490400000,12.94
1663491000000,13
1663491600000,13.4
1663492200000,13.4
1663492800000,13.43
1663493400000,13.56
1663494000000,13.59
1663494600000,13.82
1663495200000,13.96
1663495800000,13.93
1663496400000,13.98
1663497000000,14.16
1663497600000,14.05
1663498200000,13.9
1663498800000,14
1663499400000,14.1
1663500000000,14.41
1663500600000,14.69
1663501200000,15.04
1663501800000,15.06
1663502400000,15.06
1663503000000,15.29
1663503600000,15.19
1663504200000,15.54
1663504800000,15.52
1663505400000,15.74
1663506000000,15.89
1663506600000,16
1663507200000,15.45
1663507800000,15.05
1663508400000,14.53
1663509000000,14.69
1663509600000,14.81
1663510200000,14.5
1663510800000,14.49
1663511400000,14.45
1663512000000,14.81
1663512600000,15.17
1663513200000,15.43
1663513800000,15.5
1663514400000,15.33
1663515000000,14.77
1663515600000,14.75
1663516200000,14.48
1663516800000,14.34
1663517400000,14.07
1663518000000,13.7
1663518600000,13.67
1663519200000,14.29
1663519800000,14.69
1663520400000,14.87
1663521000000,14.97
1663521600000,14.89
1663522200000,14.71
1663522800000,14.62
1663523400000,14.36
1663524000000,13.43
1663524600000,12.95
1663525200000,12.8
1663525800000,12.66
1663526400000,12.51
1663527000000,12.28
1663527600000,12.08
1663528200000,11.78
1663528800000,11.6
1663529400000,11.57
1663530000000,11.43
1663530600000,11.28
1663531200000,11.19
1663531800000,11.15
1663532400000,11.35
1663533000000,11.28
1663533600000,11.18
1663534200000,11.12
1663534800000,11.12
1663535400000,11.16
1663536000000,11.23
1663536600000,10.8
1663537200000,10.56
1663537800000,10.59
1663538400000,10.63
1663539000000,10.62
1663539600000,10.64
1663540200000,10.71
1663540800000,10.7
1663541400000,10.89
1663542000000,10.83
1663542600000,10.53
1663543200000,10.2
1663543800000,10.16
1663544400000,9.98
1663545000000,10.01
1663545600000,10.14
1663546200000,10.09
1663546800000,10.03
1663547400000,10.01
1663548000000,9.96
1663548600000,9.9
1663549200000,9.85
1663549800000,10.01
1663550400000,10.12
1663551000000,10.17
1663551600000,10.2
1663552200000,10.3
1663552800000,10.22
1663553400000,10.09
1663554000000,10.04
1663554600000,10.13
1663555200000,10.31
1663555800000,10.53
1663556400000,10.75
1663557000000,10.86
1663557600000,10.85
1663558200000,10.83
1663558800000,10.96
1663559400000,11.04
1663560000000,11.03
1663560600000,11.1
1663561200000,11.01
1663561800000,10.94
1663562400000,10.9
1663563000000,10.92
1663563600000,10.83
1663564200000,10.85
1663564800000,10.94
1663565400000,10.95
1663566000000,11
1663566600000,11.06
1663567200000,11.09
1663567800000,11.04
1663568400000,11.07
1663569000000,11.12
1663569600000,11.2
1663570200000,11.25
1663570800000,11.47
1663571400000,11.54
1663572000000,11.67
1663572600000,11.74
1663573200000,11.67
1663573800000,11.69
1663574400000,12.52
1663575000000,12.93
1663575600000,12.93
1663576200000,13.04
1663576800000,12.76
1663577400000,12.6
1663578000000,12.7
1663578600000,13.06
1663579200000,13.33
1663579800000,13.2
1663580400000,13.25
1663581000000,13.35
1663581600000,13.43
1663582200000,13.8
1663582800000,14.19
1663583400000,14.29
1663584000000,14.57
1663584600000,14.88
1663585200000,14.72
1663585800000,14.85
1663586400000,15.2
1663587000000,15.45
1663587600000,15.38
1663588200000,15.55
1663588800000,16.18
1663589400000,16.1
1663590000000,16.01
1663590600000,15.88
1663591200000,15.47
1663591800000,15.68
1663592400000,15.86
1663593000000,15.93
1663593600000,15.88
1663594200000,15.89
1663594800000,15.76
1663595400000,15.44
1663596000000,15.41
1663596600000,15.28
1663597200000,14.76
1663597800000,14.47
1663598400000,14.2
1663599000000,14.04
1663599600000,13.94
1663600200000,13.82
1663600800000,13.86
1663601400000,14.01
1663602000000,14.12
1663602600000,14.16
1663603200000,14.24
1663603800000,14.27
1663604400000,14.24
1663605000000,14.21
1663605600000,14.2
1663606200000,14.17
1663606800000,14.1
1663607400000,14.1
1663608000000,14.02
1663608600000,13.94
1663609200000,13.76
1663609800000,13.6
1663610400000,13.5
1663611000000,13.39
1663611600000,13.26
1663612200000,13.13
1663612800000,13.02
1663613400000,12.79
1663614000000,12.66
1663614600000,12.66
1663615200000,12.66
1663615800000,12.61
1663616400000,12.61
1663617000000,12.74
1663617600000,12.69
1663618200000,12.62
1663618800000,12.65
1663619400000,12.52
1663620000000,12.57
1663620600000,12.59
1663621200000,12.58
1663621800000,12.53
1663622400000,12.54
1663623000000,12.57
1663623600000,12.52
1663624200000,12.5
1663624800000,12.44
1663625400000,12.31
1663626000000,12.26
1663626600000,12.11
1663627200000,12.13
1663627800000,12.11
1663628400000,12.09
1663629000000,12.11
1663629600000,12.03
1663630200000,11.99
1663630800000,11.95
1663631400000,11.85
1663632000000,11.78
1663632600000,11.72
1663633200000,11.83
1663633800000,12.06
1663634400000,12.11
1663635000000,12.21
1663635600000,12.18
1663636200000,12.09
1663636800000,12.11
1663637400000,12.21
1663638000000,12.19
1663638600000,12.21
1663639200000,12.23
1663639800000,12.25
1663640400000,12.22
1663641000000,12.14
1663641600000,12.08
1663642200000,12.06
1663642800000,12.08
1663643400000,12.03
1663644000000,12.07
1663644600000,12.02
1663645200000,12.13
1663645800000,12.23
1663646400000,12.21
1663647000000,12.38
1663647600000,12.49
1663648200000,12.57
1663648800000,12.67
1663649400000,12.53
1663650000000,12.21
1663650600000,11.84
1663651200000,11.63
1663651800000,11.54
1663652400000,11.63
1663653000000,11.69
1663653600000,11.9
1663654200000,12.02
1663654800000,12.26
1663655400000,12.37
1663656000000,12.45
1663656600000,12.5
1663657200000,12.53
1663657800000,12.68
1663658400000,13
1663659000000,13.32
1663659600000,13.45
1663660200000,13.54
1663660800000,13.61
1663661400000,13.62
1663662000000,13.57
1663662600000,13.64
1663663200000,13.71
1663663800000,13.96
1663664400000,14.12
1663665000000,14.48
1663665600000,14.52
1663666200000,14.73
1663666800000,14.85
1663667400000,14.91
1663668000000,14.88
1663668600000,14.86
1663669200000,14.83
1663669800000,14.9
1663670400000,15.06
1663671000000,15.1
1663671600000,15.15
1663672200000,15.14
1663672800000,15.19
1663673400000,15.03
1663674000000,14.77
1663674600000,14.51
1663675200000,14.24
1663675800000,14.19
1663676400000,14.22
1663677000000,14.31
1663677600000,14.35
1663678200000,14.34
1663678800000,14.22
1663679400000,14.25
1663680000000,14.31
1663680600000,14.47
1663681200000,14.7
1663681800000,14.99
1663682400000,15.22
1663683000000,15.57
1663683600000,16.09
1663684200000,16.17
1663684800000,16.53
1663685400000,16.41
1663686000000,16.72
1663686600000,16.65
1663687200000,16.96
1663687800000,17.07
1663688400000,16.11
1663689000000,15.83
1663689600000,15.79
1663690200000,15.74
1663690800000,15.96
1663691400000,16.72
1663692000000,16.95
1663692600000,16.29
1663693200000,15.94
1663693800000,15.81
1663694400000,15.74
1663695000000,15.76
1663695600000,15.68
1663696200000,15.37
1663696800000,15.02
1663697400000,14.6
1663698000000,14.11
1663698600000,13.54
1663699200000,13.02
1663699800000,12.82
1663700400000,12.76
1663701000000,12.84
1663701600000,12.86
1663702200000,12.94
1663702800000,13.03
1663703400000,13.05
1663704000000,12.69
1663704600000,12.46
1663705200000,12.3
1663705800000,12.32
1663706400000,12.38
1663707000000,12.26
1663707600000,12.29
1663708200000,12.23
1663708800000,12.26
1663709400000,12.36
1663710000000,12.41
1663710600000,12.28
1663711200000,12.1
1663711800000,12.03
1663712400000,11.93
1663713000000,11.91
1663713600000,12.01
1663714200000,12.21
1663714800000,12.14
1663715400000,12.13
1663716000000,12.12
1663716600000,12.14
1663717200000,12.14
1663717800000,12.09
1663718400000,12.26
1663719000000,12.22
1663719600000,12.22
1663720200000,12.1
1663720800000,12.07
1663721400000,12.19
1663722000000,12.3
1663722600000,12.26
1663723200000,12.29
1663723800000,12.15
1663724400000,11.93
1663725000000,11.69
1663725600000,11.45
1663726200000,11.3
1663726800000,11.46
1663727400000,11.71
1663728000000,11.84
1663728600000,11.92
1663729200000,11.89
1663729800000,11.78
1663730400000,11.78
1663731000000,11.58
1663731600000,11.59
1663732200000,11.78
1663732800000,12.01
1663733400000,12.22
1663734000000,12.3
1663734600000,11.99
1663735200000,11.57
1663735800000,11.51
1663736400000,11.65
1663737000000,12.04
1663737600000,12.28
1663738200000,12.42
1663738800000,12.45
1663739400000,12.34
1663740000000,11.95
1663740600000,11.85
1663741200000,11.82
1663741800000,11.9
1663742400000,11.91
1663743000000,12.11
1663743600000,12.28
1663744200000,12.62
1663744800000,13.1
1663745400000,13.29
1663746000000,13.42
1663746600000,13.69
1663747200000,13.7
1663747800000,13.71
1663748400000,13.72
1663749000000,13.88
1663749600000,14.01
1663750200000,14.06
1663750800000,14.06
1663751400000,14.18
1663752000000,14.36
1663752600000,14.45
1663753200000,14.47
1663753800000,14.56
1663754400000,14.78
1663755000000,14.87
1663755600000,14.97
1663756200000,15.06
1663756800000,15.25
1663757400000,15.34
1663758000000,15.57
1663758600000,15.62
1663759200000,15.86
1663759800000,15.93
1663760400000,16.17
1663761000000,16.18
1663761600000,16.42
1663762200000,16.51
1663762800000,16.59
1663763400000,16.25
1663764000000,16.21
1663764600000,16.19
1663765200000,16.23
1663765800000,16.43
1663766400000,16.77
1663767000000,17.02
1663767600000,17.08
1663768200000,17.21
1663768800000,17.01
1663769400000,16.9
1663770000000,16.68
1663770600000,16.37
1663771200000,16.25
1663771800000,16.22
1663772400000,16.12
1663773000000,15.98
1663773600000,15.84
1663774200000,15.83
1663774800000,15.91
1663775400000,15.97
1663776000000,16.03
1663776600000,15.96
1663777200000,15.8
1663777800000,15.78
1663778400000,15.5
1663779000000,15.37
1663779600000,15.3
1663780200000,15.21
1663780800000,15.33
1663781400000,15.26
1663782000000,14.96
1663782600000,14.5
1663783200000,14.19
1663783800000,14.15
1663784400000,14.15
1663785000000,14.05
1663785600000,13.92
1663786200000,13.98
1663786800000,14
1663787400000,14.25
1663788000000,14.34
1663788600000,14.5
1663789200000,14.52
1663789800000,14.54
1663790400000,14.4
1663791000000,14.25
1663791600000,13.97
1663792200000,13.6
1663792800000,13.31
1663793400000,13.29
1663794000000,13.33
1663794600000,13.38
1663795200000,13.41
1663795800000,13.29
1663796400000,13.55
1663797000000,13.58
1663797600000,13.76
1663798200000,13.66
1663798800000,13.69
1663799400000,13.65
1663800000000,13.55
1663800600000,13.45
1663801200000,13.35
1663801800000,13.48
1663802400000,13.52
1663803000000,13.54
1663803600000,13.46
1663804200000,13.45
1663804800000,13.29
1663805400000,13.11
1663806000000,13.06
1663806600000,12.94
1663807200000,12.94
1663807800000,13.06
1663808400000,13.02
1663809000000,12.91
1663809600000,12.7
1663810200000,12.62
1663810800000,12.49
1663811400000,12.36
1663812000000,12.37
1663812600000,12.29
1663813200000,12.26
1663813800000,12.33
1663814400000,12.39
1663815000000,12.39
1663815600000,12.37
1663816200000,12.3
1663816800000,12.32
1663817400000,12.33
1663818000000,12.37
1663818600000,12.42
1663819200000,12.37
1663819800000,12.45
1663820400000,12.46
1663821000000,12.46
1663821600000,12.44
1663822200000,12.35
1663822800000,12.36
1663823400000,12.33
1663824000000,12.34
1663824600000,12.29
1663825200000,12.32
1663825800000,12.31
1663826400000,12.27
1663827000000,12.13
1663827600000,12.26
1663828200000,12.46
1663828800000,12.59
1663829400000,12.72
1663830000000,12.83
1663830600000,12.9
1663831200000,13.02
1663831800000,13.09
1663832400000,13.03
1663833000000,13.1
1663833600000,13.16
1663834200000,13.16
1663834800000,13.3
1663835400000,13.37
1663836000000,13.35
1663836600000,13.44
1663837200000,13.42
1663837800000,13.34
1663838400000,13.33
1663839000000,13.44
1663839600000,13.53
1663840200000,13.76
1663840800000,13.82
1663841400000,13.79
1663842000000,13.86
1663842600000,13.94
1663843200000,13.88
1663843800000,13.7
1663844400000,13.55
1663845000000,13.55
1663845600000,13.57
1663846200000,13.45
1663846800000,13.31
1663847400000,13.32
1663848000000,13.29
1663848600000,13.29
1663849200000,13.17
1663849800000,13.23
1663850400000,13.26
1663851000000,13.32
1663851600000,13.42
1663852200000,13.42
1663852800000,13.46
1663853400000,13.46
1663854000000,13.44
1663854600000,13.53
1663855200000,13.6
1663855800000,13.64
1663856400000,13.69
1663857000000,13.62
1663857600000,13.6
1663858200000,13.67
1663858800000,13.65
1663859400000,13.65
1663860000000,13.72
1663860600000,13.67
1663861200000,13.69
1663861800000,13.67
1663862400000,13.71
1663863000000,13.76
1663863600000,13.75
1663864200000,13.75
1663864800000,13.76
1663865400000,13.73
1663866000000,13.75
1663866600000,13.75
1663867200000,13.71
1663867800000,13.68
1663868400000,13.65
1663869000000,13.64
1663869600000,13.55
1663870200000,13.5
1663870800000,13.52
1663871400000,13.39
1663872000000,13.29
1663872600000,13.21
1663873200000,13.33
1663873800000,13.38
1663874400000,13.41
1663875000000,13.37
1663875600000,13.36
1663876200000,13.29
1663876800000,13.27
1663877400000,13.27
1663878000000,13.2
1663878600000,13.13
1663879200000,13.13
1663879800000,12.95
1663880400000,12.92
1663881000000,12.85
1663881600000,12.83
